clade_name	clade_taxid	new_LMR0024_S32_R1_001_profiled_metagenome	new_LMR0023_S24_R1_001_profiled_metagenome	new_LMR0022_S46_R1_001_profiled_metagenome	new_LMR0021_S13_R1_001_profiled_metagenome	new_LMR0017_S44_R1_001_profiled_metagenome	new_LMR0012_S52_R1_001_profiled_metagenome	new_LMR0011_S49_R1_001_profiled_metagenome	new_LMR0009_S31_R1_001_profiled_metagenome	new_LMR0008_S47_R1_001_profiled_metagenome	new_LMR0007_S17_R1_001_profiled_metagenome	new_LMR0006_S281_R1_001_profiled_metagenome	new_LMR0004_S4_R1_001_profiled_metagenome	new_HUMO902_S50_R1_001_profiled_metagenome	new_HUMO899_S52_R1_001_profiled_metagenome	new_HUMO887_S48_R1_001_profiled_metagenome	new_HUMO865_S46_R1_001_profiled_metagenome	new_HUMO854_S44_R1_001_profiled_metagenome	new_HUMO848_S42_R1_001_profiled_metagenome	new_HUMO846_S54_R1_001_profiled_metagenome	new_HUMO844_S40_R1_001_profiled_metagenome	new_HUMO830_S62_R1_001_profiled_metagenome	new_HUMO829_S38_R1_001_profiled_metagenome	new_HUMO825_S36_R1_001_profiled_metagenome	new_HUMO775_S34_R1_001_profiled_metagenome	new_HUMO767_S32_R1_001_profiled_metagenome	new_HUMO756_S58_R1_001_profiled_metagenome	new_HUMO752_S30_R1_001_profiled_metagenome	new_HUMO749_S28_R1_001_profiled_metagenome	new_HUMO681_S26_R1_001_profiled_metagenome	new_HUMO678_S60_R1_001_profiled_metagenome	new_HUMO668_S24_R1_001_profiled_metagenome	new_HUMO624_S22_R1_001_profiled_metagenome	new_HUMO609_S56_R1_001_profiled_metagenome	new_HUMO587_S20_R1_001_profiled_metagenome	new_HUMO581_S18_R1_001_profiled_metagenome	new_HUMO546_S16_R1_001_profiled_metagenome	new_HUM1019_S191_R1_001_profiled_metagenome	new_HUM1017_S29_R1_001_profiled_metagenome	new_HUM1014_S22_R1_001_profiled_metagenome	new_HUM0994_S9_R1_001_profiled_metagenome	new_HUM0992_S15_R1_001_profiled_metagenome	new_HUM0991_S11_R1_001_profiled_metagenome	new_HUM0946_S8_R1_001_profiled_metagenome	new_HUM0941_S3_R1_001_profiled_metagenome	new_HUM0932_S19_R1_001_profiled_metagenome	new_HUM0931_S40_R1_001_profiled_metagenome	new_HUM0929_S35_R1_001_profiled_metagenome	new_HUM0898_S38_R1_001_profiled_metagenome	new_HUM0896_S30_R1_001_profiled_metagenome	new_HUM0894_S23_R1_001_profiled_metagenome	new_HUM0853_S48_R1_001_profiled_metagenome	new_HUM0851_S16_R1_001_profiled_metagenome	new_HUM0847_S12_R1_001_profiled_metagenome	new_HUM0816_S37_R1_001_profiled_metagenome	new_HUM0812_S25_R1_001_profiled_metagenome	new_HUM0741_S18_R1_001_profiled_metagenome	new_HUM0739_S190_R1_001_profiled_metagenome	new_HUM0738_S189_R1_001_profiled_metagenome	new_HUM0607_S188_R1_001_profiled_metagenome	new_HUM0604_S51_R1_001_profiled_metagenome	new_HUM0603_S36_R1_001_profiled_metagenome	new_HUM0583_S186_R1_001_profiled_metagenome	new_HUM0582_S39_R1_001_profiled_metagenome	new_HUM0579_S34_R1_001_profiled_metagenome	new_HUM0496_S6_R1_001_profiled_metagenome	new_HUM0495_S7_R1_001_profiled_metagenome	new_HUM0493_S42_R1_001_profiled_metagenome	new_HUM0444_S50_R1_001_profiled_metagenome	new_HUM0442_S283_R1_001_profiled_metagenome	new_HUM0439_S41_R1_001_profiled_metagenome	new_HUM0329_S27_R1_001_profiled_metagenome	new_HUM0324_S20_R1_001_profiled_metagenome	new_HUM0322_S282_R1_001_profiled_metagenome	new_HUM0235_S45_R1_001_profiled_metagenome	new_HUM0233_S187_R1_001_profiled_metagenome	new_HUM0152_S5_R1_001_profiled_metagenome	new_HUM0149_S28_R1_001_profiled_metagenome	new_HUM0148_S21_R1_001_profiled_metagenome	new_HUM0042_S1_R1_001_profiled_metagenome	new_HUM0041_S14_R1_001_profiled_metagenome	new_HUM0038_S10_R1_001_profiled_metagenome
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2|976|117747	0.51273	0	0	0	0.00256	0	0.12033	0	0	0	0	0	0	0.02992	0	0	0.0376	0	0	0	0	0	0.00962	0	0	0	0.01278	0	0	0	0.05724	0	0	0	0.03427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02039	0	0	0	0	0.03991	0	0	0	0	0.34272	0.73285	1.50177	0	0	0	0.15106	0	0	0	0.00165	0	0	0	0	0	0.15892	0.00494	0.09408	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	2|976|117747|200666	0.51273	0	0	0	0.00256	0	0.12033	0	0	0	0	0	0	0.02992	0	0	0.0376	0	0	0	0	0	0.00962	0	0	0	0.01278	0	0	0	0.05724	0	0	0	0.03427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02039	0	0	0	0	0.03991	0	0	0	0	0.34272	0.73285	1.50177	0	0	0	0.15106	0	0	0	0.00165	0	0	0	0	0	0.15892	0.00494	0.09408	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	2|976|117747|200666|84566	0.51273	0	0	0	0.00256	0	0.12033	0	0	0	0	0	0	0.02992	0	0	0.0376	0	0	0	0	0	0.00962	0	0	0	0.01278	0	0	0	0.05724	0	0	0	0.03427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02039	0	0	0	0	0.03991	0	0	0	0	0.34272	0.73285	1.50177	0	0	0	0.15106	0	0	0	0.00165	0	0	0	0	0	0.15892	0.00494	0.09408	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9696	2|976|117747|200666|84566|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01371	0	0	0	0	0	0	0	0	0	0	0.15106	0	0	0	0	0	0	0	0	0	0	0.00494	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9696|s__GGB9696_SGB15212	2|976|117747|200666|84566||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01371	0	0	0	0	0	0	0	0	0	0	0.15106	0	0	0	0	0	0	0	0	0	0	0.00494	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9696|s__GGB9696_SGB15212|t__SGB15212	2|976|117747|200666|84566|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01371	0	0	0	0	0	0	0	0	0	0	0.15106	0	0	0	0	0	0	0	0	0	0	0.00494	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9697	2|976|117747|200666|84566|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02039	0	0	0	0	0.0048	0	0	0	0	0.34128	0	1.49131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9697|s__GGB9697_SGB15213	2|976|117747|200666|84566||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02039	0	0	0	0	0.0048	0	0	0	0	0.34128	0	1.49131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9697|s__GGB9697_SGB15213|t__SGB15213	2|976|117747|200666|84566|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02039	0	0	0	0	0.0048	0	0	0	0	0.34128	0	1.49131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9701	2|976|117747|200666|84566|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0376	0	0	0	0	0	0.00962	0	0	0	0.01278	0	0	0	0.05724	0	0	0	0.03427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02139	0	0	0	0	0.00145	0.73285	0.01045	0	0	0	0	0	0	0	0.00165	0	0	0	0	0	0.15892	0	0.09408	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9701|s__GGB9701_SGB15218	2|976|117747|200666|84566||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0376	0	0	0	0	0	0.00962	0	0	0	0.01278	0	0	0	0.05724	0	0	0	0.03427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02139	0	0	0	0	0.00145	0.73285	0.01045	0	0	0	0	0	0	0	0.00165	0	0	0	0	0	0.15892	0	0.09408	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB9701|s__GGB9701_SGB15218|t__SGB15218	2|976|117747|200666|84566|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0376	0	0	0	0	0	0.00962	0	0	0	0.01278	0	0	0	0.05724	0	0	0	0.03427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02139	0	0	0	0	0.00145	0.73285	0.01045	0	0	0	0	0	0	0	0.00165	0	0	0	0	0	0.15892	0	0.09408	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium	2|976|117747|200666|84566|28453	0.51273	0	0	0	0.00256	0	0.12033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_alimentarium	2|976|117747|200666|84566|28453|797292	0.00194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_alimentarium|t__SGB28245	2|976|117747|200666|84566|28453|797292|	0.00194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_bovisgrunnientis	2|976|117747|200666|84566|28453|1874697	0.00705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_bovisgrunnientis|t__SGB78604	2|976|117747|200666|84566|28453|1874697|	0.00705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_chungjuense	2|976|117747|200666|84566|28453|2675553	0.00082	0	0	0	0.00256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_chungjuense|t__SGB78608	2|976|117747|200666|84566|28453|2675553|	0.00082	0	0	0	0.00256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_siyangense	2|976|117747|200666|84566|28453|459529	0.03133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_siyangense|t__SGB3155	2|976|117747|200666|84566|28453|459529|	0.03133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp_B16_2022	2|976|117747|200666|84566|28453|2914044	0.15865	0	0	0	0	0	0.01703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp_B16_2022|t__SGB3148	2|976|117747|200666|84566|28453|2914044|	0.15865	0	0	0	0	0	0.01703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp_PM2_P1_29	2|976|117747|200666|84566|28453|403776	0.3112	0	0	0	0	0	0.1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp_PM2_P1_29|t__SGB3147	2|976|117747|200666|84566|28453|403776|	0.3112	0	0	0	0	0	0.1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_yanglingense	2|976|117747|200666|84566|28453|1437280	0.00173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_yanglingense|t__SGB28247	2|976|117747|200666|84566|28453|1437280|	0.00173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria	2|1798710	0	0	0.01584	0	0	0	0	0	0	0	0	0	0	0.21412	0	0.52146	0.0605	0.01035	0	1.15806	0.07722	4.13883	1.09767	3.05476	0.04563	1.65596	0.00928	0.00807	0	0	0.09101	0	0.49271	1.47433	2.16224	0.48381	0	0.04004	0.34811	0.31648	0	0	0.01617	0	0	0.91877	0	0	0.38268	0	0	2.87176	1.53949	1.3772	0	0	0.31834	0.29811	0.12742	2.97896	0.86776	0	0.48349	0.034	0	0.71956	5.01918	0	0	0	0	0.04048	0	0.0636	0.17573	0.18097	0.54805	2.87081	0.60346	0.30549	3.2442
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2102	2|1798710|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0.04003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2102|o__OFGB2102	2|1798710||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0.04003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2102|o__OFGB2102|f__FGB2102	2|1798710|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0.04003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0.04003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB8589	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0.04003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2102|o__OFGB2102|f__FGB2102|g__GGB5973|s__GGB5973_SGB8589|t__SGB8589	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0	0.04003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104	2|1798710|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38481	0	0	0	0	0	3.00204	0	2.72601	0	0.3782	0	0	0	0	0	0	0.45153	0.63932	0.01663	0.03743	0	0.04004	0.02575	0	0	0	0	0	0	0.04941	0	0	0	0	0	2.39402	0.36319	0	0	0	0	0.01566	0	0.00628	0.05122	0	0.04977	0.03194	0	0.043	0	0	0	0	0	0	0	0.0636	0	0	0	0	0.14861	0.03428	1.72248
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104	2|1798710||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38481	0	0	0	0	0	3.00204	0	2.72601	0	0.3782	0	0	0	0	0	0	0.45153	0.63932	0.01663	0.03743	0	0.04004	0.02575	0	0	0	0	0	0	0.04941	0	0	0	0	0	2.39402	0.36319	0	0	0	0	0.01566	0	0.00628	0.05122	0	0.04977	0.03194	0	0.043	0	0	0	0	0	0	0	0.0636	0	0	0	0	0.14861	0.03428	1.72248
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104	2|1798710|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38481	0	0	0	0	0	3.00204	0	2.72601	0	0.3782	0	0	0	0	0	0	0.45153	0.63932	0.01663	0.03743	0	0.04004	0.02575	0	0	0	0	0	0	0.04941	0	0	0	0	0	2.39402	0.36319	0	0	0	0	0.01566	0	0.00628	0.05122	0	0.04977	0.03194	0	0.043	0	0	0	0	0	0	0	0.0636	0	0	0	0	0.14861	0.03428	1.72248
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5988	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07751	0	0	0	0	0	0	0	0	0	0.63932	0	0.03743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39402	0	0	0	0	0	0	0	0	0	0	0	0.03194	0	0	0	0	0	0	0	0	0	0.00663	0	0	0	0	0	0.03428	1.72248
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5988|s__GGB5988_SGB8608	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03182	0	0	0	0	0	0	0	0	0	0	0	0.03743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39402	0	0	0	0	0	0	0	0	0	0	0	0.03194	0	0	0	0	0	0	0	0	0	0.00663	0	0	0	0	0	0.03428	0.49846
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5988|s__GGB5988_SGB8608|t__SGB8608	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03182	0	0	0	0	0	0	0	0	0	0	0	0.03743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39402	0	0	0	0	0	0	0	0	0	0	0	0.03194	0	0	0	0	0	0	0	0	0	0.00663	0	0	0	0	0	0.03428	0.49846
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5988|s__GGB5988_SGB8609	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04569	0	0	0	0	0	0	0	0	0	0.63932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22401
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5988|s__GGB5988_SGB8609|t__SGB8609	2|1798710||||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04569	0	0	0	0	0	0	0	0	0	0.63932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22401
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5994	2|1798710||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13812	0	0	0	0	0	0.12406	0	0.19918	0	0.36836	0	0	0	0	0	0	0.45153	0	0	0	0	0.04004	0	0	0	0	0	0	0	0.04941	0	0	0	0	0	0	0.36319	0	0	0	0	0.01566	0	0.00628	0.05122	0	0	0	0	0.043	0	0	0	0	0	0	0	0	0	0	0	0	0.14861	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB2104|o__OFGB2104|f__FGB2104|g__GGB5994|s__GGB5994_SGB8616	2|1798710|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13812	0	0	0	0	0	0	0	0.19918	0	0.0568	0	0	0	0	0	0	0.18439	0	0	0	0	0	0	0	0	0	0	0	0	0.04941	0	0	0	0	0	0	0	0	0	0	0	0.01566	0	0	0	0	0	0	0	0.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
