Query	Hit	Perc_ID	qlen	length	mismatch	gapopen	qstart	qend	sstart	ssend	evalue
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_1828_length_7348_cov_60.807761;cfxA6	100	959	959	0	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_21355_length_1035_cov_188.610204;cfxA6	100	959	959	0	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_6407_length_1072_cov_34.965585;cfxA6	100	959	959	0	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_8674_length_2432_cov_219.059739;cfxA6	100	959	959	0	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_208_length_19876_cov_78.269361;cfxA6	100	959	958	0	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_741_length_14313_cov_15.850330;cfxA6	100	959	958	0	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_12687_length_1998_cov_16.211014;cfxA6	100	959	958	0	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_6122_length_2743_cov_117.949405;cfxA6	100	959	958	0	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_12662_length_1304_cov_42.927142;cfxA6	99.896	959	959	1	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_1656_length_5548_cov_28.305116;cfxA6	99.896	959	959	1	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_17361_length_1091_cov_12.865830;cfxA6	99.896	959	959	1	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_14855_length_1481_cov_276.142356;cfxA6	99.896	959	959	1	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_25032_length_1255_cov_7.532500;cfxA6	99.896	959	959	1	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_5793_length_2540_cov_43.983903;cfxA6	99.896	959	958	1	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_641_length_10801_cov_15.155965;cfxA6	99.896	959	958	1	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_2411_length_4774_cov_36.453062;cfxA6	99.896	959	958	1	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_13278_length_1269_cov_15.455519;cfxA6	99.896	959	958	1	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_16818_length_1397_cov_41.974665;cfxA6	99.896	959	958	1	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_4068_length_3620_cov_125.704067;cfxA6	99.896	959	958	1	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_21308_length_1039_cov_4.583333;cfxA6	99.791	959	959	2	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_15642_length_1329_cov_8.523548;cfxA6	99.791	959	959	2	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_7986_length_1185_cov_50.384956;cfxA6	99.791	959	959	2	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_20015_length_1054_cov_32.557558;cfxA6	99.791	959	958	2	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_15653_length_1386_cov_51.339594;cfxA6	99.791	959	958	2	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_20425_length_1194_cov_29.798068;cfxA6	99.791	959	958	2	0	1	958	958	1	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_21905_length_1382_cov_61.578749;cfxA6	99.687	959	959	3	0	1	959	1	959	0
NODE_6407_length_1072_cov_34.965585;cfxA6	NODE_19011_length_1318_cov_4.332542;cfxA6	99.678	959	931	3	0	1	931	931	1	0
NODE_1965_length_6414_cov_7.269067;blaTEM-1	NODE_5646_length_2847_cov_5.842407;blaTEM-1	100	857	857	0	0	1	857	1	857	0
NODE_1965_length_6414_cov_7.269067;blaTEM-1	NODE_1965_length_6414_cov_7.269067;blaTEM-1	100	857	857	0	0	1	857	1	857	0
NODE_1965_length_6414_cov_7.269067;blaTEM-1	NODE_61_length_44018_cov_195.746810;blaTEM-1	100	857	856	0	0	1	856	856	1	0
NODE_1965_length_6414_cov_7.269067;blaTEM-1	NODE_7661_length_1916_cov_18.242516;blaTEM-1	100	857	856	0	0	1	856	856	1	0
NODE_1965_length_6414_cov_7.269067;blaTEM-1	NODE_16523_length_1697_cov_4.345920;blaTEM-1	100	857	856	0	0	1	856	856	1	0
NODE_1965_length_6414_cov_7.269067;blaTEM-1	NODE_17061_length_1627_cov_3.875318;blaTEM-1	99.767	857	857	2	0	1	857	1	857	0
NODE_1965_length_6414_cov_7.269067;blaTEM-1	NODE_18018_length_1146_cov_17.055912;blaTEM-1	99.767	857	857	2	0	1	857	1	857	0
NODE_1965_length_6414_cov_7.269067;blaTEM-1	NODE_3369_length_3919_cov_4.845238;blaTEM-1	99.767	857	857	2	0	1	857	1	857	0
NODE_1965_length_6414_cov_7.269067;blaTEM-1	NODE_926_length_6464_cov_14.671556;blaTEM-1	99.766	857	856	2	0	1	856	856	1	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_7004_length_2535_cov_22.711694;tet(O)	100	1079	1079	0	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_24301_length_1122_cov_30.182755;tet(O)	100	1079	1079	0	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_8375_length_2227_cov_29.787293;tet(O)	99.907	1079	1079	1	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_5702_length_2757_cov_93.502591;tet(O)	99.907	1079	1079	1	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_8378_length_2234_cov_38.088114;tet(O)	99.907	1079	1079	1	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_8415_length_2491_cov_42.014778;tet(O)	99.907	1079	1079	1	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_7358_length_2268_cov_20.857659;tet(O)	99.907	1079	1079	1	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_10499_length_2223_cov_52.853321;tet(O)	99.907	1079	1079	1	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_3746_length_3339_cov_5.112058;tet(O)	99.907	1079	1079	1	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_8385_length_2494_cov_51.936039;tet(O)	99.907	1079	1079	1	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_5807_length_3187_cov_18.301086;tet(O)	99.907	1079	1079	1	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_6673_length_2610_cov_2.951859;tet(O)	99.815	1079	1079	2	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_1788_length_6478_cov_19.186829;tet(O)	99.815	1079	1079	2	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_3939_length_3151_cov_14.405362;tet(O)	99.815	1079	1079	2	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_3209_length_3048_cov_22.417641;tet(O)	99.815	1079	1079	2	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_17_length_54832_cov_23.768699;tet(O)	99.815	1079	1079	2	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_9154_length_2223_cov_24.075646;tet(O)	99.815	1079	1079	2	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_1093_length_10744_cov_38.068201;tet(O)	99.815	1079	1079	2	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_6786_length_3234_cov_21.386285;tet(O)	99.815	1079	1079	2	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_7442_length_2268_cov_25.048803;tet(O)	99.815	1079	1079	2	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_1897_length_6077_cov_28.752242;tet(O)	99.815	1079	1079	2	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_11294_length_2227_cov_33.452118;tet(O)	99.815	1079	1079	2	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_10701_length_2227_cov_69.389042;tet(O)	99.815	1079	1079	2	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_5847_length_2965_cov_27.212715;tet(O)	99.815	1079	1079	2	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_7373_length_2381_cov_45.672399;tet(O)	99.815	1079	1079	2	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_47_length_41657_cov_26.713091;tet(O)	99.722	1079	1079	3	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_4577_length_2280_cov_26.506517;tet(O)	99.722	1079	1079	3	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_3969_length_3300_cov_13.007088;tet(O)	99.722	1079	1079	3	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_5647_length_2803_cov_8.473435;tet(O)	99.722	1079	1079	3	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_117_length_33266_cov_14.588118;tet(O)	99.722	1079	1079	3	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_1339_length_2488_cov_29.609947;tet(O)	99.722	1079	1079	3	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_1957_length_3978_cov_3.386184;tet(O)	99.722	1079	1079	3	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_1193_length_7620_cov_11.829874;tet(O)	99.629	1079	1079	4	0	1	1079	1	1079	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_2703_length_3801_cov_9.530432;tet(O)	99.537	1079	1079	5	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_7728_length_2481_cov_86.298434;tet(O)	99.444	1079	1079	6	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_5143_length_2490_cov_29.016427;tet(O)	99.444	1079	1079	6	0	1	1079	1915	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_28762_length_1110_cov_39.140284;tet(O)	99.813	1079	1067	2	0	1	1067	1	1067	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_9231_length_1731_cov_21.985084;tet(O)	99.824	1079	567	1	0	513	1079	1403	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_9944_length_2036_cov_34.543160;tet(O)	98.99	1079	396	4	0	684	1079	1232	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_13462_length_1488_cov_30.113050;tet(O)	99.738	1079	381	1	0	699	1079	1217	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_14991_length_1471_cov_36.389831;tet(O)	99.737	1079	380	1	0	700	1079	1	380	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_10747_length_1380_cov_44.236981;tet(O)	99.475	1079	381	2	0	699	1079	1217	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_17716_length_1584_cov_67.200785;tet(O)	99.475	1079	381	2	0	699	1079	1217	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_13650_length_1488_cov_21.291696;tet(O)	99.475	1079	381	2	0	699	1079	1217	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_17152_length_1380_cov_42.498113;tet(O)	99.475	1079	381	2	0	699	1079	1217	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_14861_length_1484_cov_62.979706;tet(O)	99.475	1079	381	2	0	699	1079	1217	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_12326_length_1488_cov_32.419400;tet(O)	99.474	1079	380	2	0	700	1079	1	380	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_12799_length_1529_cov_25.628901;tet(O)	99.213	1079	381	3	0	699	1079	1217	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_12367_length_1488_cov_34.017446;tet(O)	98.688	1079	381	5	0	699	1079	1217	837	0
NODE_24301_length_1122_cov_30.182755;tet(O)	NODE_11748_length_2003_cov_24.278234;tet(O)	99.452	1079	365	2	0	715	1079	1	365	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_3761_length_4021_cov_426.657590;tet(Q)	100	1922	1922	0	0	1	1922	1	1922	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_4903_length_3483_cov_160.739498;tet(Q)	99.011	1922	1921	19	0	1	1921	1921	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_8316_length_2515_cov_49.763821;tet(Q)	98.907	1922	1922	21	0	1	1922	1	1922	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_3174_length_3539_cov_24.822044;tet(Q)	98.491	1922	1922	29	0	1	1922	1	1922	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_9133_length_1994_cov_210.767922;tet(Q)	98.591	1922	1916	27	0	1	1916	1	1916	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_3903_length_3463_cov_73.936326;tet(Q)	98.283	1922	1922	33	0	1	1922	1	1922	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_8768_length_1956_cov_110.265650;tet(Q)	96.878	1922	1922	60	0	1	1922	1	1922	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_1042_length_8929_cov_83.902862;tet(Q)	97.016	1922	1910	57	0	13	1922	1	1910	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_154_length_20451_cov_19.115758;tet(Q)	96.72	1922	1921	63	0	1	1921	1921	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_7685_length_2491_cov_18.384236;tet(Q)	96.72	1922	1921	63	0	1	1921	1921	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_2796_length_5660_cov_98.041927;tet(Q)	96.046	1922	1922	76	0	1	1922	1	1922	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_14168_length_1790_cov_51.587320;tet(Q)	98.265	1922	1787	31	0	129	1915	1787	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_8165_length_1790_cov_163.016138;tet(Q)	98.209	1922	1787	32	0	130	1916	1	1787	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_12054_length_1763_cov_76.912763;tet(Q)	98.182	1922	1760	32	0	156	1915	1760	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_16299_length_1693_cov_139.641636;tet(Q)	99.044	1922	1673	16	0	250	1922	1	1673	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_10628_length_1693_cov_56.489011;tet(Q)	98.924	1922	1673	18	0	249	1921	1673	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_16399_length_1668_cov_85.007440;tet(Q)	98.8	1922	1667	20	0	249	1915	1667	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_15737_length_1698_cov_31.198418;tet(Q)	98.506	1922	1673	25	0	250	1922	1	1673	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_11423_length_1668_cov_280.386237;tet(Q)	98.56	1922	1667	24	0	249	1915	1667	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_8066_length_1668_cov_27.871668;tet(Q)	98.5	1922	1667	25	0	250	1916	1	1667	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_10185_length_1668_cov_126.024179;tet(Q)	98.5	1922	1667	25	0	249	1915	1667	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_10661_length_1668_cov_363.684439;tet(Q)	98.26	1922	1667	29	0	249	1915	1667	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_16313_length_1668_cov_119.587725;tet(Q)	98.26	1922	1667	29	0	250	1916	1	1667	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_12470_length_1668_cov_254.331680;tet(Q)	98.14	1922	1667	31	0	249	1915	1667	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_9057_length_1668_cov_79.481711;tet(Q)	98.08	1922	1667	32	0	250	1916	1	1667	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_16908_length_1668_cov_103.792312;tet(Q)	98.08	1922	1667	32	0	249	1915	1667	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_11146_length_1668_cov_72.492870;tet(Q)	98.02	1922	1667	33	0	250	1916	1	1667	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_14920_length_1601_cov_22.181113;tet(Q)	99.746	1922	1577	4	0	346	1922	1	1577	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_8925_length_1668_cov_114.340360;tet(Q)	97.9	1922	1667	35	0	249	1915	1667	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_14287_length_1595_cov_184.539610;tet(Q)	99.246	1922	1592	12	0	325	1916	1	1592	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_3309_length_1572_cov_154.325643;tet(Q)	99.618	1922	1571	6	0	346	1916	1	1571	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_13315_length_1602_cov_162.349709;tet(Q)	99.43	1922	1578	9	0	345	1922	3	1580	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_9824_length_1671_cov_119.665223;tet(Q)	97.934	1922	1646	34	0	277	1922	1	1646	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_12264_length_1577_cov_95.457293;tet(Q)	99.364	1922	1572	10	0	345	1916	3	1574	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_11488_length_1577_cov_220.603154;tet(Q)	99.173	1922	1572	13	0	345	1916	3	1574	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_10779_length_1572_cov_146.844430;tet(Q)	99.109	1922	1571	14	0	346	1916	1	1571	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_13557_length_1577_cov_64.404731;tet(Q)	98.919	1922	1572	17	0	345	1916	3	1574	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_3020_length_3389_cov_21.496401;tet(Q)	98.795	1922	1577	19	0	346	1922	1	1577	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_12600_length_1577_cov_272.112352;tet(Q)	98.918	1922	1571	17	0	345	1915	1571	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_17176_length_1577_cov_71.105782;tet(Q)	98.854	1922	1571	18	0	345	1915	1571	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_12085_length_1601_cov_37.942432;tet(Q)	98.185	1922	1598	29	0	319	1916	1	1598	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_8905_length_1577_cov_110.275296;tet(Q)	98.664	1922	1572	21	0	345	1916	3	1574	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_11143_length_1572_cov_135.609097;tet(Q)	98.663	1922	1571	21	0	346	1916	1	1571	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_14220_length_1577_cov_119.362024;tet(Q)	98.663	1922	1571	21	0	345	1915	1571	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_12583_length_1597_cov_370.380026;tet(Q)	98.542	1922	1577	23	0	345	1921	1577	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_14049_length_1577_cov_172.388962;tet(Q)	98.537	1922	1572	23	0	345	1916	3	1574	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_18242_length_1577_cov_134.864652;tet(Q)	98.41	1922	1572	25	0	345	1916	3	1574	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_14593_length_1572_cov_255.901780;tet(Q)	98.345	1922	1571	26	0	345	1915	1571	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_10503_length_1577_cov_51.844941;tet(Q)	98.155	1922	1572	29	0	345	1916	3	1574	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_12345_length_1572_cov_74.804878;tet(Q)	98.09	1922	1571	30	0	346	1916	1	1571	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_13982_length_1568_cov_100.023133;tet(Q)	98.019	1922	1565	31	0	346	1910	1	1565	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_5946_length_1514_cov_22.660727;tet(Q)	98.015	1922	1511	30	0	276	1786	1511	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_20754_length_1390_cov_18.335581;tet(Q)	99.349	1922	1383	9	0	345	1727	3	1385	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_14722_length_1409_cov_73.066470;tet(Q)	97.368	1922	1406	37	0	510	1915	1406	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_14161_length_1777_cov_11.603949;tet(Q)	91.442	1922	1706	146	0	217	1922	1	1706	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_17107_length_1209_cov_99.117851;tet(Q)	98.427	1922	1208	19	0	709	1916	1	1208	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_14467_length_1178_cov_119.548531;tet(Q)	99.234	1922	1175	9	0	249	1423	1175	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_23703_length_1142_cov_4.542778;tet(Q)	97.893	1922	1139	24	0	129	1267	1139	1	0
NODE_3761_length_4021_cov_426.657590;tet(Q)	NODE_23944_length_1061_cov_110.553678;tet(Q)	98.677	1922	1058	14	0	249	1306	1058	1	0
NODE_5646_length_3019_cov_4.997638;aph(3'')-Ib	NODE_433_length_13165_cov_15.872082;aph(3'')-Ib	100	551	551	0	0	1	551	274	824	0
NODE_5646_length_3019_cov_4.997638;aph(3'')-Ib	NODE_3261_length_4611_cov_4.529192;aph(3'')-Ib	100	551	551	0	0	1	551	274	824	0
NODE_5646_length_3019_cov_4.997638;aph(3'')-Ib	NODE_5646_length_3019_cov_4.997638;aph(3'')-Ib	100	551	551	0	0	1	551	1	551	0
NODE_5646_length_3019_cov_4.997638;aph(3'')-Ib	NODE_61_length_44018_cov_195.746810;aph(3'')-Ib	100	551	550	0	0	1	550	550	1	0
NODE_5646_length_3019_cov_4.997638;aph(3'')-Ib	NODE_14458_length_1783_cov_4.982060;aph(3'')-Ib	99.818	551	550	1	0	1	550	550	1	0
NODE_5646_length_3019_cov_4.997638;aph(3'')-Ib	NODE_14161_length_1705_cov_12.630303;aph(3'')-Ib	99.81	551	527	1	0	1	527	274	800	0
NODE_5646_length_3019_cov_4.997638;sul2	NODE_31302_length_1129_cov_94.338920;sul2	100	812	812	0	0	1	812	1	812	0
NODE_5646_length_3019_cov_4.997638;sul2	NODE_30990_length_1071_cov_16.542323;sul2	100	812	812	0	0	1	812	1	812	0
NODE_5646_length_3019_cov_4.997638;sul2	NODE_5646_length_3019_cov_4.997638;sul2	100	812	812	0	0	1	812	1	812	0
NODE_5646_length_3019_cov_4.997638;sul2	NODE_61_length_44018_cov_195.746810;sul2	100	812	811	0	0	1	811	811	1	0
NODE_5646_length_3019_cov_4.997638;sul2	NODE_3261_length_4611_cov_4.529192;sul2	99.877	812	812	1	0	1	812	1	812	0
NODE_5646_length_3019_cov_4.997638;sul2	NODE_433_length_13165_cov_15.872082;sul2	99.631	812	812	3	0	1	812	1	812	0
NODE_5646_length_3019_cov_4.997638;sul2	NODE_15885_length_1274_cov_2.252666;sul2	99.566	812	692	3	0	120	811	692	1	0
NODE_5750_length_2983_cov_6.164617;aph(6)-Id	NODE_14458_length_1783_cov_4.982060;aph(6)-Id	100	833	833	0	0	1	833	1	833	0
NODE_5750_length_2983_cov_6.164617;aph(6)-Id	NODE_61_length_44018_cov_195.746810;aph(6)-Id	100	833	833	0	0	1	833	1	833	0
NODE_5750_length_2983_cov_6.164617;aph(6)-Id	NODE_5750_length_2983_cov_6.164617;aph(6)-Id	100	833	833	0	0	1	833	1	833	0
NODE_5750_length_2983_cov_6.164617;aph(6)-Id	NODE_14161_length_1705_cov_12.630303;aph(6)-Id	100	833	832	0	0	1	832	832	1	0
NODE_5750_length_2983_cov_6.164617;aph(6)-Id	NODE_433_length_13165_cov_15.872082;aph(6)-Id	100	833	832	0	0	1	832	832	1	0
NODE_5750_length_2983_cov_6.164617;aph(6)-Id	NODE_3261_length_4611_cov_4.529192;aph(6)-Id	100	833	832	0	0	1	832	832	1	0
NODE_5750_length_2983_cov_6.164617;aph(6)-Id	NODE_18311_length_1233_cov_2.074703;aph(6)-Id	100	833	770	0	0	63	832	770	1	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_12600_length_1577_cov_272.112352;tet(Q)	100	1574	1574	0	0	1	1574	1	1574	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_12085_length_1601_cov_37.942432;tet(Q)	99.111	1574	1574	14	0	1	1574	1597	24	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_11488_length_1577_cov_220.603154;tet(Q)	99.11	1574	1573	14	0	1	1573	1573	1	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_12054_length_1763_cov_76.912763;tet(Q)	99.047	1574	1574	15	0	1	1574	1	1574	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_14168_length_1790_cov_51.587320;tet(Q)	99.047	1574	1574	15	0	1	1574	1	1574	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_14920_length_1601_cov_22.181113;tet(Q)	99.108	1574	1570	14	0	1	1570	1570	1	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_8066_length_1668_cov_27.871668;tet(Q)	98.983	1574	1574	16	0	1	1574	1666	93	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_11146_length_1668_cov_72.492870;tet(Q)	98.983	1574	1574	16	0	1	1574	1666	93	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_10185_length_1668_cov_126.024179;tet(Q)	98.983	1574	1574	16	0	1	1574	1	1574	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_13557_length_1577_cov_64.404731;tet(Q)	98.983	1574	1573	16	0	1	1573	1573	1	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_3174_length_3539_cov_24.822044;tet(Q)	98.92	1574	1574	17	0	1	1574	1915	342	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_17176_length_1577_cov_71.105782;tet(Q)	98.92	1574	1574	17	0	1	1574	1	1574	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_9133_length_1994_cov_210.767922;tet(Q)	98.856	1574	1574	18	0	1	1574	1915	342	0
NODE_12600_length_1577_cov_272.112352;tet(Q)	NODE_3761_length_4021_cov_426.657590;tet(Q)	98.856	1574	1574	18	0	1	1574	1915	342	0
